,COMPANY,TITLE,QUALIFICATIONS
958,Microsoft,Senior Software Engineer,"Bachelor's Degree in Computer Science, or related technical discipline AND 4+ years technical engineering experience with coding in languages including, but not limited to, C, C++, C#, or Java OR equivalent experience. 2+ years’ experience with C++ A strong technical background and solid foundation in software engineering principles and architecture design Strong intellectual curiosity and passion about learning new technologies Exposure to Deep Neural Network training and inference and experience in one or more deep learning frameworks (PyTorch, Tensorflow, ONNX, etc.) Great cross-team collaboration skills and the desire to collaborate in a team of researchers and developers Strong communication skills (both written and oral)"
959,Microsoft,Software Engineer II,"Bachelor's Degree in Computer Science or related technical field AND 2+ years technical engineering experience with coding in languages including, but not limited to, C, C++, C#, Java, JavaScript, or Python OR equivalent experience. 1+ years’ experience with Python A strong technical background and solid foundation in software engineering principles and architecture design Strong intellectual curiosity and passion about learning new technologies Ability to plan, influence technical designs and present to SLT on projects that will have potential long term impact to Microsoft Great cross-team collaboration skills and the desire to collaborate in a team of researchers and developers Strong communication skills (both written and oral)"
960,Microsoft,Software Engineer II,"3+ years of experience in software development. Engineering experience with large scale complex modern web development stacks like React, Angular, Typescript. Strong knowledge of computer science, algorithms, and design patterns. Strong passion for delivering high-quality, large-scale services. Ability to appreciate complex problems with a thorough design and collaborate with multiple partners on common goals. Experience with unit-test, continuous integration, and test-driven development. BS or MS Degree in Computer Science or related degree. Solid skills in software system design and architecture. Experience with telemetry and data-driven development. Experience with web performance profiling and analysis."
961,Microsoft,Software Engineer II,"Bachelor's Degree in Computer Science or related technical field AND 2+ years technical engineering experience with coding in languages including, but not limited to, C, C++, C#, Java, JavaScript, or Pythono OR equivalent experience. 1+ years’ experience with Python A strong technical background and solid foundation in software engineering principles and architecture design Strong intellectual curiosity and passion about learning new technologies Exposure to Deep Neural Network training and inference and experience in one or more deep learning frameworks (PyTorch, Tensorflow, ONNX, etc) Great cross-team collaboration skills and the desire to collaborate in a team of researchers and developers"
962,Microsoft,Software Engineer 2,"Degree in computer science, electrical engineering, software engineering, related technical discipline or 4 years of equivalent experience in software engineering industry. Passion and motivation for technology. Understanding of software engineering principles. Ability to communicate in English. Passion for Growth, doing new things, and learning from others and own mistakes. Experience in one or more programming languages, including, but not limited to: C/C++, Java, C#, Python, JS, TypeScript, PowerShell, Rust Drive for customer engagement and obsession, with data driven approach."
963,Microsoft,Software Engineer,"ree or currently studying computer science, electrical engineering, software engineering, related technical discipline or 4 years of equivalent experience in software engineering industry. Passion and motivation for technology. Ability to communicate in English. Passion for Growth, doing new things, and learning from others and own mistakes. Experience in one or more programming languages, including, but not limited to: C/C++, Java, C#, Python, JS, TypeScript, PowerShell, Rust"
964,Microsoft,Senior Software Engineering Manager,"A bachelor’s degree or higher in computer science or related discipline, or equivalent relevant work experience 3+ years as a manager or team lead for software developers delivering datacenter software 8+ years of system level software development Experience in building, shipping and operating reliable, distributed solutions Knowledge of the OS primitives Knowledge of the networking fundamentals Experience with container orchestration using Kubernetes or similar platforms L2/L3 forwarding, DHCP, DNS Kubernetes, Calico/Flannel, Kube Proxy, Kube DNS Hyper-v, KVM, OVS Strong coding, debugging, testing, and problem-solving skills Experience working on large scale distributed services Strong understanding of systems software Excellent communication and collaboration skills"
965,Microsoft,Principal Software Engineer,"10+ years of industry software engineering experience building software and a proven track record of having shipped successful software products & services. Knowledge of security, ML technologies Development experience with cloud platforms such as Microsoft Azure, AWS. Knowledge in Network Security like Network Security Monitoring. Experience shipping distributed systems, services and highly available infrastructure. Ability to drive culture change in an organization Interface design with coding proficiency in C#/Java, .NET, React, JavaScript, node.js, or equivalent languages/frameworks"
966,Microsoft,Principal Software Engineer,"10+ years of development experience in Enterprise environments. 5+ years of Linux hands on system experiences. Technical leadership in web architectures and distributed systems. Ability to take a service from concept through its full life cycle (concept, design, delivery, operations) Proven Coding experience using C# or Java or high-level languages. Expertise in the “inner development loop” including test and integration methodology. Mastery of CI\CD, and safe deployment concepts with hands on implementation experiences Excellent written and oral communication skills Ability to deal with ambiguity associated with working in a fast-paced and dynamic environment by providing clarity Leadership skills: Including judgement, resolution, negotiating and decision-making skills. Ability to technically mentor Junior/Mid-Career engineers. Familiarity with the instrumenting service metrics, monitoring and defining SLI/SLOs for services. Formal experience with incident detection, mitigation and resolution workflows associated with production services. Support a 24x7 live site support model for service ownership. Kubernetes, and the Kubernetes satellite technologies Spark, Data Lake, or hands on big data platform pipeline development (Ex. Azure Data Factory, Data Explorer/Kusto, Data Bricks, Spark) Azure DevOps and GitHub tooling Data mining or data science experiences utilizing Big Data and\or relational data bases technologies Excellent communication skills and ability to collaborate in a multi-disciplinary team consisting of Software Engineers, Program Managers, Security researchers, and Data Scientists Development experience with cloud platforms such as Microsoft Azure "
967,Microsoft,Principal Software Engineer,"10+ years of industry programming, software development, and/or software engineering experience. BS or MS in Computer Science or related discipline or equivalent Collaborate with partner teams to meet the engineering goals in a unified manner Proficient in delivering and interacting with REST API’s and web services across multiple systems Strong coding, debugging, algorithm design and problem-solving skills. Experience with cloud-scale services and server/service management features. Able to learn new systems quickly and adapt new methodologies to our service Experience with building cloud-scale infrastructure components. Awareness, passion, and experience related to cloud scale distributed design and patterns. Familiar with secure software design concepts Proven track record of delivering projects that include multiple components Ability and eagerness to work across and partner with multiple engineering teams to achieve business goals"
968,Microsoft,Senior Software Engineer,"5+ years of industry programming, software development, and/or software engineering experience. BS or MS in Computer Science or related discipline or equivalent Collaborate with partner teams to meet the engineering goals in a unified manner Proficient in delivering and interacting with REST API’s and web services across multiple systems Strong coding, debugging, algorithm design and problem-solving skills. Experience designing cloud-scale services and server/service management features. Able to learn new systems quickly and adapt new methodologies to our service Experience mentoring and coaching peers and early-in-career engineers Experience with building cloud-scale infrastructure components. Awareness, passion, and experience related to cloud scale distributed design and patterns. Familiar with secure software design concepts Proven track record of delivering projects that include multiple components Ability and eagerness to work across and partner with multiple engineering teams to achieve business goals"
969,Microsoft,Principal Software Engineer,"10+ years of industry programming, software development, and/or software engineering experience. 2+ years of cloud infrastructure experience, including cloud-scale services and server/service management features. BS or MS in Computer Science or related discipline or equivalent. Prior experience with REST API’s and web services across multiple systems. Strong coding, debugging, algorithm design and problem-solving skills. Experience with building cloud-scale infrastructure components. Collaborate with partner teams to meet the engineering goals in a unified manner. Able to learn new systems quickly and adapt new methodologies to our service. Awareness, passion, and experience related to cloud scale distributed design and patterns. Familiar with secure software design concepts. Proven track record of delivering projects that include multiple components. Ability and eagerness to work across and partner with multiple engineering teams to achieve business goals."
970,Microsoft,Principal Software Engineer,"Bachelor's Degree in Computer Science, or related technical discipline AND 6+ years technical engineering experience with coding in languages including, but not limited to, C, C++, C#, Java, JavaScript, or Python or equivalent experience. 6+ years of experience in system-level development of Linux and/or Windows platforms Demonstrated aptitude in architecting, designing, developing, debugging, and delivering products Demonstrated ability to handle complex cross-group projects Technical passion, avid learner, terrific problem-solving skills, and the ability to work independently Technical expertise and contributions to open-source projects Demonstrated ability to collaborate with external teams (open source, partners, customers, standards) Passionate about partnering with customers Experience in mentoring team members Experience in Linux distro management - familiarity to upstream developments, monitoring upstream changes, integration, upstreaming, backporting Expertise & interest in Linux build systems (specifically Yocto) and distributed build environments Experience in customer support (SDK, others), with track record on responsive, accountable, and targeted service Experience in bug analysis, as well as root-causing issues in running environments"
971,Microsoft,Principal Software Design Engineer,"Bachelor's Degree in Computer Science, or related technical discipline AND 8+ years technical engineering experience with coding in languages including, but not limited to, C, C++, C#, Java, JavaScript, or Python or equivalent experience. At least 3 years of experience developing software or services that directly interact with devices (in-chassis or peripherals) At least 1 year of experience developing and operating production cloud-based services Deep knowledge of cloud-based services and infrastructure Several examples demonstrating solid technical judgement from superior design decisions Experienced with end-to-end software security A desire to grow into a future people management role as a lead or manager 5+ years directly managing software engineers with positive feedback as a strong leader Implemented software using Open Auth, Azure Auth, and MS (Microsoft Corporation) Authentication Implemented software with JSON RESTful interfaces Familiarity with Windows APIs and the UWP (Universal Windows Platform) framework Experience with Windows Device Drivers, frameworks, and publishing"
972,Microsoft,Principal Software Engineer,"7+ years of professional experience with C/C++ development A bachelor’s degree in Computer Engineering, Computer Science, or a related technical field combined with relevant work experience Technical problem-solving skills and willingness to learn proactively Technical written and verbal communications skills Coding, testing, and debugging skills in C/C++ Great design skills with emphasis on system level programming Good understanding of fundamental OS concepts Excellent collaboration and communication skills Excellent problem-solving skills Demonstrated experience of shipping products MS or PhD in Computer Engineering, Computer Science, or a related technical field Demonstrated technical mentorship and leadership experience Experience with wireless standards development and standard groups such as Bluetooth SIGExperience with standards compliance requirements"
973,Microsoft,Principal Software Engineer,"Do you have a bachelor's degree in Computer Science, or related technical discipline AND 6+ years technical engineering experience with coding in languages including, but not limited to, C, C++, C#, Java, JavaScript, or Python or equivalent experience? Proficient in software design and coding A track record of architecting and developing large scale complex systems on Azure Strong ability to communicate ideas and designs to other team members and management Experience owning your code through production Curious about reliability and performance, up and down the stack Microservices development, deployment, and monitoring Experience with containerization and orchestration Efficient, tenacious debugging skills using logs and metrics"
974,Microsoft,Principal Software Engineer Lead,"Bachelor's degree in Computer Science, or related technical discipline AND 6+ years technical engineering experience with coding in languages including, but not limited to, C, C++, C#, Java, JavaScript, or Python or equivalent experience 3+ years’ experience managing software engineers 10+ years’ software development experience LLVM (or equivalent) compiler experience Knowledge and understanding of modern rendering techniques Excellent communication skills (written, oral, and interpersonal) with the ability to effectively communicate complex technical concepts to a variety of audiencesStrong cross-group collaboration skills Extensive experience with C++ and assembly programming Experience shipping compilers and/or games A good understanding of how GPU hardware works and the APIs used Experience working across companies"
975,Microsoft,Principal Software Engineer,"A bachelor's degree in Computer Science, or related technical discipline AND 6+ years technical engineering experience with coding in languages including, but not limited to, C or/and C++, assembly or equivalent experience 10+ years of software development experience Knowledge and understanding of modern rendering techniques LLVM (or equivalent) compiler experience Experience shipping compilers and/or games A good understanding of how GPU hardware works and the APIs used"
976,Microsoft,Director Manager Resource Planning,"OR equivalent experience 8+ years of experience in business, Supply Chain, process improvement or related organization. 5+ years of experience in resource planning of large scale capital projects Supply Chain Planning Model Development Experience Deep technical knowledge, ideally with experience in multiple sectors and industries A minimum of a bachelor’s degree in business, Supply Chain Management, engineering, or related discipline is required. Bachelor's Degree in Engineering, Industrial Engineering, Supply Chain/Operations Management, Supply Chain Analytics, or related field AND 1+ year(s) internship experience in supply planning, operations, supply chain, indirect supply planning, technology-related supply chain, sourcing and manufacturing, or related experience OR Master's Degree in Engineering, Industrial Engineering, Business, Supply Chain Management, Operations Management, Supply Chain Analytics, or related field OR equivalent experience. Operations experience – Sales ops, manufacturing ops, Commercial SCM ops (Demand and supply planning, logistics) – 50 - 70% Power Platform/Powershell/RPA (robotic process automation, e.g. UIPath, MS Power Automate Desktop) - basic Basic understanding of data taxonomy, databases, ER diagrams - basic "
977,Microsoft,Principal Product Manager,"Passion for working on technical challenges and willingness to get your hands dirty to get the job done Proven ability to influence and drive strategy across a large organization Proven ability to set vision, deliver and communicate solutions to complex technical problems A sense of pride and personal accountability for end-to-end quality, craftsmanship & completeness Experience working across organizations/divisions, and bringing people together to achieve the goal 7+ years of experience shipping large scale software Experience in IAM and secrets management space is a huge plus. 10+ years of experience shipping large scale software desired."
978,Microsoft,Logistics Technician,"High School Diploma AND experience warehouse/supply chain in an information technology (IT) environment, inventory management, retail, warehouse management, or a related field OR equivalent experience. OR equivalent experience. Experience in warehouse/supply chain in an information technology (IT) environment, IT, and/or logistics, operating heavy-load movement equipment (e.g., forklift, pallet jacks, chassis lifts) for a large corporationOR equivalent experience. OR equivalent experience."
979,Microsoft,Senior Logistics Technician,"High School Diploma AND experience in warehouse/supply chain in an information technology (IT) environment, inventory management, retail, warehouse management, or a related field OR equivalent experience. OR equivalent experience. Experience in warehouse/supply chain in an information technology (IT) environment, IT, and/or logistics, operating heavy-load movement equipment (e.g., forklift, pallet jacks, chassis lifts) for a large corporationOR equivalent experience. OR equivalent experience."
980,Microsoft,"Program Manager, Data Center Integration and Technical Infrastructure","Bachelor’s degree in Electrical Engineering, Construction Management, or Electrical Trade qualified candidate with a strong/demonstrated background in the delivery of large-scale complex projects. Proven experience in telecom infrastructure project delivery, or construction related project management in Australia. Self-starter with demonstrated ability to manage multiple priorities, projects, key initiatives, and deadlines simultaneously. Cross-group collaborator and influencer across teams and organizations with proven success in participating in cross-functional teams to deliver on key projects. High personal standard to deliver a thoughtful, polished, and quality work product. A Construction White Card allowing you access to work on construction sites in Australia. BICSI RCDD or similar Telecommunications Design/Installation Experience preferred. Experience managing large scale enterprise projects with both localized and virtual teams. Must be able to work within a dynamic team of full-time employees and consultants. Client or Contractor side Datacenter construction or management experience."
981,Microsoft,Supply Chain Execution Manager,"Deep Construction Execution Experience in Supply Chain and Contracts Management is an absolute requirement for this role. Experience in more key construction categories including Architect / Engineering consultancy, Infrastructure Equipment and construction services would be of benefit too. Experience on large-scale mission critical construction projects is an absolute requirement - sourcing, managing, and administering contracts over USD $100M. Behavioral Attributes: Can create clarity, generate energy, and deliver success; always be planning for the future. Have high integrity – must be ethical and strong value-based individual focused on fairness and maintaining confidentiality. Bring high energy – a drive to achieve results in midst of ambiguity and a matrix organization. Be a high performer – be able to fit the Microsoft “culture” by effectively multi-tasking and managing priorities; have a “sense of urgency” regarding issue resolution. Understand the importance of relationships inside the company and with our supply chain partners. Travel: "
982,Microsoft,Senior Critical Environment Technician,"High School Diploma, GED, or equivalent 7+ years mission critical services work/applied learning experience (e.g., high availability assembly / manufacturing / critical infrastructure environments such as data centers, oil and gas refineries, hospitals, pharmaceutical, manufacturing, or related fields) Or equivalent experience. Or equivalent experience. ​​​​​​​​​​​​​​​​​​​​​To promote health and safety in the workplace, employees are subject to required health related screenings, such as hearing testing, which includes both baseline testing and annual retests, where permitted by applicable law. Ability to work 12 hours shifts, including shift assignments during non-standard business hours that may include evening, nighttime, weekends, and/or holidays. This role is required to be onsite at the datacenter during scheduling work hours. Associate degree or technical trade certification (e.g., military, trade school), or higher education. Professional licenses and certifications in related fields or areas of study. Basic working knowledge of Data Center Environments (e.g., Power Redundancy, PDUs, Cooling, etc.). Able to communicate effectively. Proficient in written and oral English communication to support regional and global teams. Desire to learn, grow, and develop new technical skills. Solid understanding of critical datacenter mechanical equipment. Technical knowledge in the operation of facility environments' various heating and cooling systems (chilled water, adiabatic, storage systems, CRAH/CRAC, AHUs, CRAHUs, Exhaust Fans, etc.). Experience with water treatment methodologies and chemistry programs for processed water treatment. Understanding of maintenance & operation of critical environment backup electrical equipment (diesel generators, radiator, ventilation systems, fuel storage, distribution, & protection systems, etc.). Knowledge of construction techniques, terminology, and documentation (ability to interpret blueprints, electrical one-lines, construction drawings etc.). Practical experience with building management systems and automation, controls & frameworks. Experience working on large scale projects."
983,Microsoft,Critical Environment Technician - Early in Career,"High School Diploma, GED, or equivalent. 1+ year(s) work/applied learning experience in technical fields (e.g., mechanical, manufacturing, automotive, electrical, controls, data center)Or equivalent experience Or equivalent experience ​​​​​​​​​​​​​​​​​​​​​To promote health and safety in the workplace, employees are subject to required health related screenings, such as hearing testing, which includes both baseline testing and annual retests, where permitted by applicable law. Ability to work 12 hours shifts, including shift assignments during non-standard business hours that may include evening, nighttime, weekends, and/or holidays. This role is required to be onsite at the Data Center during scheduled work hours. High School Diploma, GED, or equivalent AND 2+ years technical services experience (e.g., high-availability assembly/manufacturing/critical infrastructure environments such as data centers, oil and gas refineries, hospitals, pharmaceutical)OR Associate's Degree or technical trade certification (e.g., military, trade school), or higher-equivalent education AND 1+ year(s) technical services experience (e.g., high-availability assembly/manufacturing/critical infrastructure environments such as data centers, oil and gas refineries, hospitals, pharmaceutical)OR equivalent experience. OR Associate's Degree or technical trade certification (e.g., military, trade school), or higher-equivalent education AND 1+ year(s) technical services experience (e.g., high-availability assembly/manufacturing/critical infrastructure environments such as data centers, oil and gas refineries, hospitals, pharmaceutical) OR equivalent experience."
984,Microsoft,Principal Software Engineering Manager,"A bachelor’s degree or higher in computer science or related discipline, or equivalent relevant work experience 4+ years as a manager or team lead for software developers delivering datacenter software 10+ years of system level software development Experience in building, shipping and operating reliable, distributed solutions Development of Kubernetes, PaaS/IaaS or any CNCF based projects Experience in API design, familiarity to RestAPI Familiarity of distributed systems in the areas of data base, Messaging systems Experience in networking – IPAM/DNS/DHCP/VIP "
985,Microsoft,Executive Business Administrator,"5+ years Administrative, Business Support, or customer service experience in an environment with an emphasis on scheduling meetings/events, travel management, and administration work for executive/upper-level management. Bachelor's Degree in relevant field (e.g., Business Administration, Human Resources, Marketing, Communications, Psychology, Sociology) or equivalent experience. 2+ years’ experience serving as mentor to others. 3+ years’ experience reviewing and managing administrative budgets (e.g., for events, morale, travel, training). Effective written and verbal communications skills Maintain the confidentiality of highly sensitive material with tact and professionalism. Desire to take on big challenges and the ability to see the big picture as well as the details Ability to react with appropriate urgency to situations and requests Attention to detail with strong problem-solving and troubleshooting skills Strong cross-team collaboration and organizational skills Consistently demonstrate a can-do and customer service attitude "
986,Microsoft,Senior Program Manager - Data Center Integration (based in Seoul or Busan),"10+ years’ experience in telecom infrastructure or construction related project management in Korea. Self-starter with demonstrated ability to manage multiple priorities, projects, key initiatives, and deadlines simultaneously. Cross-group collaborator and influencer across teams and organizations with proven success in participating in cross-functional teams to deliver on key projects. High personal standard to deliver a thoughtful, polished, and quality work product. BICSI RCDD or similar Telecommunications Design/Installation Experience preferred. Experience managing large scale enterprise projects with both localized and virtual teams. Must be able to work within a dynamic team of full-time employees and consultants. Client or Contractor side Datacenter construction or management experience a plus."
987,Microsoft,Product Manager 2,"BS in Computer Science/Engineering/Mathematics or related areas 4 + years of experience in Product Management 2 + years of experience building large scale services spread across multiple feature teams (Ex Working with 5 + engineering teams) Experience working across multiple feature teams to develop common solutions An understanding of Microsoft Security technologies Subject Matter Expertise in Security, Compliance, and Management including the compliance aspects of managed services. Deep knowledge of compliance certifications (ISO, SOC, FedRAMP, HIPAA, DFARS) "
988,Microsoft,Senior Business Manager,"5+ years of experience in business management, business operations, finance, or product/program management with track record of increasing scope of roles and responsibilities. A track record of effectively collaborating across groups, to drive clarity and effectiveness in rhythm of business Proactiveness and a strong positive outlook and approach to change management Strong business acumen and mental agility to ramp quickly across our diverse business and offerings Enjoy working under pressure and deadlines, with a strong ability to manage complexity while driving clarity Proven effectiveness driving complex multi-stakeholder planning processes, driving cross-team programs to desired results Demonstrated strong capability in verbal and written communications skills across a geographically dispersed audience "
989,Microsoft,Principal Software Engineering Manager,"Bachelor's Degree in Computer Science, or related technical discipline AND 10+ years industry-experience building software products/services OR equivalent experience. 2+ years of experience leading a team of engineers 4+ years of experience in cloud development principles and patterns. Excellent communication skills and ability to collaborate within a multi-disciplinary team Experience building full-stack features & cloud services Expertise in React C#, Java, C++or equivalent programming languages Familiar with Secure Software Development Life Cycle BS, MS, or PhD degree in Computer Science, Mathematics, Engineering or related fields or related course work "
990,Microsoft,Security Technical Program Manager,"A minimum of 2 years of technical program management experience in Cybersecurity or software development field Bachelor’s degree in Computer Science, Engineering, or a related technical field or equivalent experience In-depth knowledge of security concepts Unwavering passion for our customers Have strong interpersonal, oral, and written communication skills Knowledge of the Security Development Lifecycle (SDL) Professional case management, triage, or release experience Experience investigating security vulnerabilities and exploits Experience debugging code Experience in creating content for security or technology professionals Strong domain knowledge on security vulnerabilities and security incidents Ability to distill and explain complex technical and security concepts to different types of audiences Track record of executing programs across highly matrixed and cross functional environment Experience collaborating with the vulnerability research community is a plus"
991,Microsoft,PRINCIPAL PRODUCT MANAGER,"5 years of experience in Program Management 5 Years of experience working at a systems level and delivering platforms 5 years of experience building large scale services Driving product strategy and design, evangelize with field, and drive customer adoption Ability to engage with customers and partners Fostering a strong working relationship with development, design, content, marketing, and business development Driving strong partnerships with enterprise customers to understand their scenarios and translating them to requirements for products Embracing an adaptable and flexible organizational culture and thrive in our fast paced and evolving industry/technology Hands on experience designing user experiences Online Services experience is a plus A passion for finding solutions to hard problems at massive scale and operationalizing them Strong track record of shipping products and services desirable"
992,Microsoft,Principal Lead Product Manager,10+ years of experience in Product management 2+ years of experience as a manager/Lead role Experience in shipping multiple services Strong technical problem solving skills Passionate customer advocate. Relentless drive for results Excellent written & oral communication skills Track record for delivering results on time. Experience working in the cloud or Saas Experience with Security/ zero-trust products and initiatives.
993,Microsoft,Principal Product Manager,"8+ years of experience as a product manager 2+ years of experience in the enterprise cybersecurity space Proven track record of delivering enterprise software products or services that are being directly used by cybersecurity professionals Experienced in defining and designing user interface – an advantage Outstanding collaboration and partnership skills, with proven ability to drive for results across teams "
994,Microsoft,Principal Product Manager,"Bachelor’s Degree AND 8+ years experience in product management OR equivalent experience. 3+ years of experience shipping multiple releases of a major customer facing software/product/service in an agile environment Subject Matter Expertise in Security, Compliance, and Management including the compliance aspects of managed services Experience shipping multiple releases of a major customer facing software/product/service in an agile environment Experience working at a systems level and delivering platforms a plus Experience building large scale products desirable Adept communication skills, level-setting complex topics across engineering and executive teams Provide technical leadership with respect and integrity"
995,Microsoft,Principal Product Manager,"Bachelor’s Degree in Computer Science/Engineering/Mathematics or related areas. 10 years+ of experience in Product Management 3+ years of people management experience 5+years experience shipping multiple releases of a major customer facing software/product/service in an agile environment Experience working at a systems level and delivering platforms a plus Experience building large scale services desirable Subject Matter Expertise in Security, Compliance, and Management including the compliance aspects of managed services. Knowledge of solution/services interactions, interdependencies, and experience in managing them together. Adept communication skills, level-setting complex topics across engineering and executive teams."
996,Microsoft,Group Product Manager,"Ability to engage with customers and partners Fostering a strong working relationship with engineering at the leadership and working team level Hands on experience designing user experiences 10+ years of Product management or program management 3+ years of people management experience A passion for finding solutions to hard problems at massive scale and operationalizing them Demonstrated experience leading and hiring Principal level Program Managers Strong track record of shipping products and services at Microsoft Prior messaging, authentication, provisioning, and directory experience desirable Experience building large scale services desirable Online Services experience is a plus Experience working at a systems level and delivering platforms a plus Success in this position requires a broad set of experiences and skills, and experience in the areas of Data Security, Data Governance, Information Protection, Compliance, Security, Risk Management capabilities and controls are a plus. Critical thinking, intellectual curiosity, strong track record of structuring and solving complex problems. Be able to translate the big picture into detailed and effective functional requirements. Be able to tell a story, clearly present your ideas and obtain feedback from peers and partners."
997,Microsoft,Program Manager 2,"Bachelor's Degree AND 2+ years experience in engineering, product/technical program management, data analysis, or product development OR equivalent experience. 1+ year(s) experience managing cross-functional and/or cross-team projects. Proven track record of building scalable and reliable cloud services. Strong cross-team collaboration skills to drive clarity across a matrixed organization located in multiple geographies Excellent written and oral communication. Experienced Product Managers with a passion for working with customers evangelizing our products and platforms, understands networking, security and remote access, containers and virtualization, and other cloud technologies. Product thought leadership with technical curiosity and aptitude to quickly understand capabilities, technical issues, and desire to roll up your sleeves when needed. Strong organizational and people leadership skills to proactively lead the team. A diverse and inclusive view of employees such that you enable and inspire, attract, develop, and retain people to do their best work on the team. "
998,Microsoft,Principal Product Manager Lead,"BS in computer science, engineering, or equivalent degree. 8+ years’ experience in a role meeting with customers or representing customer needs within the business. 5+ years’ experience of leading a technical team, hiring top talent, building a great culture and developing team member competencies 1+ year experience in working on projects that include cross team collaboration. Experience working on or with software development teams. The ability to drive vision, planning, prioritization, execution activities. Outstanding visual, verbal (story telling), and written communication skills for both technical and non-technical audiences. Good project managements skills for complex, large scale, interdependent engineering systems. Good understanding of software supply chain security concerns. Basic knowledge of engineering systems and processes at a large scale. Experience with build systems."
999,Microsoft,Principal Software Engineer,"7+ years of professional software development experience Must have working knowledge of video encoding and decoding concepts Bachelor’s degree in Computer Science/Engineering or related discipline or equivalent combination of education and experience Strong focus on learning and growth mindset Drive for results Strong customer/stakeholder focus Strong technical acumen to dive into tools and create solutions Focus on diversity and inclusion to enable effective communication Ability to embrace change while continuing to have a professional and positive attitude High level of comfort working independentlySuperior problem-solving skills, analytical capabilities, and attention to detail You have knowledge of video codecs such as AV1, HEVC, and H264 You are customer obsessed You thrive in a fast-paced environment You navigate matrixed organizations with ease You are organized and pay attention to details You are skilled at communicating and collaborating"
1000,Microsoft,PRINCIPAL SOFTWARE ENGINEER,"Bachelor's Degree in Computer Science, or related technical discipline AND 6+ years technical engineering experience with coding in languages including, but not limited to, C, C++, C#OR equivalent experience. OR equivalent experience. Bachelor's Degree in Computer Science or related technical field AND 10+ years technical engineering experience with coding in languages including, but not limited to, C, C++, C#OR Master's Degree in Computer Science or related technical field AND 8+ years technical engineering experience with coding in languages including, but not limited to, C, C++, C# OR equivalent experience. OR Master's Degree in Computer Science or related technical field AND 8+ years technical engineering experience with coding in languages including, but not limited to, C, C++, C# OR equivalent experience. Knowledge of Microsoft Azure, AWS or similar cloud computing platforms. Experience creating, developing, delivering, deploying, maintaining online services. Prior experience working on C# or building applications on Service Fabric. Hands on experience building and maintaining REST microservices."
1001,Microsoft,Principal Product Manager,"Minimum of 8 years’ experience in developing and driving GTM and marketing programs at scale with multiple internal and external stakeholders. Minimum of 8 years’ experience building global customer and/or partner value propositions and negotiating terms with partners to win-win outcomes. Minimum of 5 years’ experience in business development specifically in partner recruitment, partner negotiation, and partner business growth and scale. Experience working in, or working with, government agencies. Experience working with global consulting, system integrators and/or ISVs BS degree in Computer Science, Finance, or Business Master’s in computer science, Masters or equivalent Experience in communication modalities including video, VoIP, PSTN, and other telecommunication protocols Experience with communication API/SDK’s ecosystems and CPaaS "
1002,Microsoft,Electrical Engineer,"Bachelor’s degree in electrical engineering or equivalent degree. 5+ years of relevant supplier quality experience in electrical systems equipment, such as LV/MV SWGR, PDUs, Transformers, UPS etc. Demonstrated experience in dealing with suppliers, engineering, manufacturing, operations, and procurement to identify root causes and drive corrective actions. Strong technical expertise Ability to coach, train, and support suppliers to improve their processes Lean 6 sigma Greenbelt / Gemba experience ASQ certification"
1003,Microsoft,Software Engineer II,"Bachelor's Degree in Computer Science or related technical field AND 2+ years technical engineering experience with coding in languages including, but not limited to, C, C++, C#, Java, JavaScript, or Python OR 6+ years of equivalent professional work experience. 2+ years of develoment experience for distributed large scale data platforms Demonstratable proficiency working with and building distributed cloud services using Azure or related technology stacks. Demonstratable proficiency with big-data-related technology stacks like Azure Data Factory, Azure Synapse, Kusto, Spark, Kafka, Near-Realtime processing or others. Able to thrive in ambiguous situations, bringing clarity, setting priorities, and delivering results. Possesses a growth mindset - the ability to learn, maintain a positive attitude and great judgment in fast-paced environments. Outstanding problem solving, drive for results and passion for quality. Strong communication skills and team player"
1004,Microsoft,Senior CAD Engineer,"BS in Electrical Engineering, Computer Engineering, or Computer Science or equivalent with at least 4 years of engineering experience 2+ years of experience with Cadence Virtuoso or Custom Compiler 3+ years of experience in programming and scripting (Python, Ruby, C++, C#, perl, tcl, or bash) MS in Electrical Engineering, Computer Engineering, or Computer Science Excellent skills in all aspects of planning, cross-group collaboration, communication, analytical capabilities and attention to detail Shell and other scripting languages applicable to automation OpenAccess database familiarity (OAScript, TCL, SKILL) Calibre physical verification: LVS, DRC, ERC, PERC Synopsys StarRC Extraction Experience with analog and/or digital transistor-level design Simulation: ADE, CustomSim, Spice, Spectre STA/Characterization: NanoTime, PrimeTime, SiliconSmart, Solido EMIR analysis: Totem, Voltus-Fi Electromagnetic/Analog simulation: Helic, EMX, etc."
1005,Microsoft,Executive Producer,"Previous Executive Producer experience or equivalent with game developer or publisher. 10+ years’ experience in console and/or PC videogame game production; experience shipping PC and/or console games necessary. Game Development experience, through an entire product’s development from Concept to Launch to LiveOps Practical experience in setting, guiding and evaluating multiple styles of production processes. Multi-language localization experience Experience with multiplayer games Experience with LiveOps "
