,Category,Company,job_title,job_desc
823,Marketing,Amazon,New Accounts Manager,"0 to 2 years of consultancy, technology sales experience. fluent in arabic and english, with excellent presentation skills bachelor’s degree in economics, management, engineering or related degree required top of the class graduate from tier 1 university passionate about technologies, e-commerce and innovation advanced computer skills (excel, word, outlook, powerpoint). ability to work with wide range of people at all decision-making levels. experience solving analytical problems, either in professional experience (data analysis) or education. experience in cross-functional projects/initiatives. experience in outbound sales. experience in online business / e-commerce or retail. demonstrated track record of success in account management, product marketing or management consulting roles. at least 1-year experience working on project in global company at least 1 years' experience in consulting firm or build business strategy at the company sql literacy"
824,Marketing,Amazon,Business Development Specialist,"3-4 years of experience in sales or business development.bachelor's degree required, mba is preferred.deep understanding of e-commerce is required (preferably prior experience in e-commerce).proven negotiation skills, influencing abilitiesstrong numerical and analytical aptitudeability to think and react in a high-energy, fast-paced environmentgood organizational skills including prioritizing, scheduling, time management, and meeting deadlinesdetail-orientedtechnical aptitude and agility to learn web-based toolssmart, enthusiastic, hard-working, and creativeinnovative, team oriented, and have a desire to participate in change and appreciate a dynamic environment with rapidly changing prioritiesdemonstrated active listening skills, highly consultative and solutions-oriented. mba is preferredexperience with e-commerce, retail, advertising, or media would be an advantage.experience selling nascent (embryonic/start-up) products/services into new markets is desired.experience with sales or account management in e-commerce or high end retail/financial institutions is a plus"
825,Marketing,Amazon,"Business Operations Specialist, IN Prime Partnerships","advanced computer literacy in microsoft office applications, especially ms excelattention to detail and high capability to work on different projects in parallelbachelor’s degree and 0 to 3 years of relevant working experiencedesire to work in a fast-paced, challenging environment and passion for delivering great customer experienceexcellent analytical, problem solving and logical reasoning skillsexcellent communication skills in written and oral english with the ability to face external and internal partners in a professional and mature mannerinterest in e-commerce/online businesspassion for innovation, automation and operational excellence .   knowledge of sql is desirable  experience and ability to use excel, data ware house.  experience in a retail or e-commerce environment is desirable  must be comfortable working in cross-functional teams, where immediate constituencies include the finance community, marketing business managers, customer service  superior attention to detail and ability to successfully manage multiple competing priorities simultaneously"
826,Marketing,Amazon,"New Accounts Manager, 3P Consumables ","2 year to 4 years of technology sales experience.fluent in arabic and english, with excellent presentation skillsbachelor’s degree in economics, management, engineering or related degree requiredtop of the class graduate from tier 1 universitypassionate about technologies, e-commerce and innovationadvanced computer skills (excel, word, outlook, powerpoint).ability to work with wide range of people at all decision-making levels.experience solving analytical problems, either in professional experience (data analysis) or education.experience in cross-functional projects/initiatives. experience in outbound sales.experience in online business / e-commerce or retail.demonstrated track record of success in account management, product marketing or management consulting roles.at least 1-year experience working on project in global companyat least 1 years' experience in consulting firm or build business strategy at the companysql literacy"
827,Marketing,Amazon,Program Manager I #0000,"a bachelor’s degree or foreign equivalent in engineering, business administration, information management or related field and 1 year of experience in engineering, product/program management, or product marketing. experience must include: 1. 1 year of experience in product/program management or product marketing experience in a technical industry; 2. 1 year of experience conducting statistical analysis and performing data mining utilizing tools such as, excel, sql, tableau and/or related business intelligence tools; and 3. 1 year of experience developing and driving strategic initiatives within a cross-functional environment. 4. 1 year of experience with software engineering practices and best practices for full software development life cycle, including coding standards, code reviews, source control management, build processes, testing and operations. . "
828,Marketing,Amazon,"Federal Business Development Manager, Amazon Business, Amazon Business Federal Sales","  10+ years of broad federal contracts and acquisition domain knowledge including direct customer (executive level) interface, customer systems, applications and technology. strong technical skills with the ability to dive deep on relevant technologies key to the industry.  5+ years’ domain experience in federal acquisition regulations and contracting is essential.  5+ years experience with bid & capture/rfx processes, phases, roles, and teams.   bachelor’s degree required.   leadership skills are key, with proven verbal and written communications skills with demonstrated ability to work effectively across internal and external organizations, and lead through influence.  business development or consulting background, experience working with dod and/or civilian agencies and prime contractors at the cxo/vp level.  analytical and data-driven, and ability to demonstrate balanced strategy and planning, and execution skills.  demonstrated ability to think strategically and analytically about business, product, and technical challenges, with the ability to build and convey compelling value propositions, and work cross-organizationally to build consensus.  good understanding of legacy and emerging acquisition rules, guidance and technologies in the federal market.  cxo relationships and large network in the industry.  advanced degree in business, computer science, engineering, mathematics, is preferred.  meets/exceeds amazon’s leadership principles requirements for this role  meets/exceeds amazon’s functional/technical depth and complexity  active or past us government security clearance at the secret level or above is desired."
829,Marketing,Amazon,"Senior Manager, Planning, Amazon Flex"," bachelor’s degree or equivalent experience business level of english (written, verbal) 8+ years of experience in management experience in business analytics, operations, capacity planning, or transportation industries experience using sql and microsoft excel 8+ years of experience leading teams with direct reports.  knowledge of demand modelling, pricing optimization, and customer/product segmentation; experience with pricing strategies in retail or b2b services ability to conduct data-driven deep dives and identification of trends/patterns to develop insights for key business decisions and sizing of top & bottom impacts of alternative pricing strategies comfortable working with ambiguity and managing multiple projects and priorities in a dynamic environment ability to collaborate cross functionally with amzl, marketing tech, finance, legal, marketing, and supply chain on a day-to-day basis and across multiple locations ability to make data-driven assumptions that can be tested and validated, then scaled with varying use cases excellent written and verbal communication skills (decision narratives, investment proposal and/or prfaq experience a plus)  business level in japanese experience owning product and program strategy, end to end delivery, and communicating results to senior leadership strong quantitative, analytical, and problem-solving skills - comfortable with data analysis and able to use data to make recommendations and drive decisions.  analytical skills: experience solving complex quantitative business challenges and ability to translate large amounts of data into useful information. excellent verbal and written communication skills. extremely well organized and detail oriented deadline driven excited about working in a diverse group and contributing to an inclusive cultureplease check the website below for measures to eliminate unwanted second-hand smoking in each facility:https://www.amazon.jobs/en/landing_pages/passivesmoking就業の場所における受動喫煙を防止するための措置に関する事項については、下記リンク先をご覧ください。https://www.amazon.jobs/jp/landing_pages/passivesmokingthe salary information can be provided individually prior to the 1st interview賃金に関する条件は、１次面接の前に個別にご案内することができます"
830,Marketing,Amazon,"Area Manager Intern 2023 (Nationwide) , TYS1"," currently enrolled in a bachelor’s degree with a conferral date between december 2023 and august 2024. preferred qualifications: strong communication skills, both verbal and written  adept at the ability to motivate others in a deadline-focused environment  ability to evaluate and dive deep into data to provide thought-provoking, workable business solutions  proven track record of taking ownership and driving results currently enrolled in a bachelor’s program related to supply chain, business.  interest in growing in the field of operations and supply chain management ability to thrive in an ambiguous environmentapplicants who apply for this job will allow amazon to process your application in a centralized hiring system that considers you for other similar openings as well."
831,Marketing,Amazon,Sr. Technical Program Manager,"7+ years of experience working directly with engineering teamsexperience managing projects across cross functional teams, building sustainable processes and coordinating release schedules5+ years of technical program management experience. knowledge of computer architecture concepts (memory, microprocessors, microcontrollers, sensors, arm-based platforms, dsp)experience with app and/or cloud developmentfamiliarity with video streaming protocols (rtsp, webrtc, http, sip)strong problem solving and negotiation skillsfluency with atlassian scm suite (confluence/jira)prior experience as a software developerexperience analyzing cost/benefit of feature selectionexcellent written and verbal communication skills"
832,Marketing,Amazon,"Field Quality Assurance Specialist, Last Mile Delivery Experience","high school diploma or equivalent (level 3 according to european qualification framework [eqf])highly proficient in both spoken and written italian (common european framework of reference c1)experience using a transportation management system, as well as ms office productsparcel delivery experience, with local market/geographic expertiseunderstanding of excel and its applicationsable to work with kpis and metricsable to analyse large data sets to understand.   a completed bachelor’s degree from an accredited university   evidence of ability to prioritize, manage and complete projects with tight deadlines   ability to adapt well to fast-paced environments with changing circumstances, direction and strategy   desire to thrive in a dynamic, growing environment with minimal direct supervision  customer service skills to effectively communicate with internal and external partners"
833,Marketing,Amazon,"Sales Associate, Direct Sales - HVS","2+ years of experience in sales or business developmentbachelor's degree required, mba is preferreddeep understanding of e-commerce is required (preferably prior experience in e-commerce)previous responsibility for strategic development, product management or product marketingrevenue targets and quotas is highly desirableexcellent written and oral communication and presentation skillsprior experience influencing c-level executives highly desirabledemonstrated active listening skills, highly consultative and solutions-oriented. demonstrated intense customer focus in decision making - strong communication skills and speed of execution - sharp, analytical, and thoughtful with strong business judgement - gathers the right input/data – uses both intuition and data to reach a conclusion - proven ability to successfully thrive in an ambiguous environment - thinks big, takes smart risks, is innovative and can think out of the box - strong team player and focused on delivering results with high standards"
834,Marketing,Amazon,Business Analyst II - AMZ6085122,"position requirements:bachelor's degree or foreign equivalent in business administration, computer science, engineering, mathematics, statistics, economics, marketing research, or a related field and one year of experience in the job offered or as a business analyst, business intelligence engineer, data engineer, data miner or a related occupation. must have one year of experience in the following skill(s): using database technologies, such as sql or etl; processing large, multi-dimensional datasets from multiple sources using kibana, obiee, datanet or equivalent data extraction tool; and developing automated reporting using advanced ms excel skills including but not limited to macros and erlang knowledge.. "
835,Marketing,Amazon,"Sr. Technical Account Manager, Media, AWS Elemental Enterprise Support","2+ years' experience using the public cloud as a developer, architect, technical program manager or implementera bachelor’s degree in computer science, math, or related discipline required, or equivalent work experience4+ years’ technical project management, technical account management, or professional services consulting experience that includes customer-facing responsibilities2+ years' experience (and demonstrated credibility) working in a technical role within a software engineering-focused business3+ years' experience in the media & entertainment market segment. london/south east basedability to travel up to 20-30%excellent communication and leadership skills including facilitation, negotiation, and conflict resolutionability to understand and communicate business and technical needs4+ years’ software engineering experiencevideo processing technologies (mpeg2 / avc/ hevc/ mpegts)adaptive bitrate video streaming and delivery technologiesexperience with amazon web services or other cloud providers"
836,Marketing,Amazon,Customer Service Program Manager," bachelor's degree and experience in or demonstrated ability to lead people/teams and interacting and building rapport with teams of all levels   5+ years in service, operation, project management or process improvement  excellent english writing/communication skills are a must, with the ability to formulate a clear point of view on complicated issues, and create a concise and well-written narrative ·ability to use quantitative and qualitative data to make decisions and recommendations ·demonstrate ability to drive multiple projects across functional teams worldwide, such as business, marketing, legal, technology and etc.. ·mastery of sql, sharepoint, excel, power point, word  ·ability to exercise high judgment, particularly in narrow time-frames. ·willing to roll up one’s sleeves and get work done, even when it’s outside the scope of the job. ·ability to pay painstaking attention to important details. ·self-starter capable to taking initiative and working with minimal direction."
837,Marketing,Amazon,2023 Applied Science Internship - Machine Learning - United States,"  enrolled in a ph.d. degree in computer science, machine learning, engineering, or related fields.  experience in designing experiments and statistical analysis of results.  experience in understanding and ability to implement algorithms using both toolkits and self-developed code.  experience with java, c++, or other programming language, as well as with r, matlab, python, or similar scripting language..   technical fluency; comfort understanding and discussing architectural concepts and algorithms, schedule tradeoffs and new opportunities with technical team members.  publication(s) at peer-reviewed conferences or journals.  excellent critical thinking skills, combined with the ability to present your beliefs clearly and compellingly in both verbal and written form.amazon has positions available for machine learning internships in multiple locations across the united states. "
838,Marketing,Amazon,2023 Data Science Internship,"* enrolled in a master's degree or equivalent in math, statistics, computer science, or related science field.* experience with regression modeling, prediction, forecasting, and time series analysis.* experience with data scripting languages (e.g. sql, python, r etc.) or statistical/mathematical software (e.g. r, sas, or matlab)* experience using one or more programming languages (e.g., python, java, c++, c, etc.).* experience with big data: processing, filtering, and presenting large quantities (100k to millions of rows) of data. . * enrolled in a ph.d. degree or equivalent in math, statistics, computer science, or related science field.* experience in machine-learning methodologies (e.g., supervised and unsupervised learning, deep learning, etc.)* experience with clustered data processing (e.g., hadoop, spark, map-reduce, and hive).* experience in communicating technically, at a level appropriate for the audience.amazon has positions available for data science interns in multiple locations across the united states.  "
839,Marketing,Amazon,2023 Applied Science Internship - Machine Learning - United States,"* enrolled in a master’s degree or equivalent in computer science, machine learning, engineering, or related fields.* experience in designing experiments and statistical analysis of results.* experience in understanding and ability to implement algorithms using both toolkits and self-developed code.* experience with java, c++, or other programming language, as well as with r, matlab, python, or similar scripting language. . * enrolled in a ph.d. degree in computer science, machine learning, engineering, or related fields.* technical fluency; comfort understanding and discussing architectural concepts and algorithms, schedule tradeoffs and new opportunities with technical team members.* publication(s) at peer-reviewed conferences or journals.* excellent critical thinking skills, combined with the ability to present your beliefs clearly and compellingly in both verbal and written form.amazon has positions available for machine learning intern positions in multiple locations across the united states. "
840,Marketing,Amazon,2023 Applied Science Internship - Natural Language Processing and Speech Technologies - United States,"  enrolled in a master's degree or equivalent in speech or language technologies, computer science, statistics, physics, engineering, or related topics.  experience in designing experiments and statistical analysis of results.  experience in understanding and ability to implement algorithms using both toolkits and self-developed code.  experience with java, c++, or other programming language, as well as with r, matlab, python, or similar scripting language..   enrolled in a ph.d. degree or equivalent in speech or language technologies, computer science, statistics, physics, engineering, or related topics.  technical fluency; comfort understanding and discussing architectural concepts and algorithms, schedule tradeoffs and new opportunities with technical team members.  publication(s) at peer-reviewed conferences or journals.  excellent critical thinking skills, combined with the ability to present your beliefs clearly and compellingly in both verbal and written form.amazon has positions available for natural language processing & speech intern positions in multiple locations across the united states. "
841,Marketing,Amazon,2023 Applied Science Internship - Computer Vision and Robotics - United States,"  enrolled in a ph.d. degree or equivalent in computer vision technologies, computer science, statistics, physics, engineering, or related topics.  experience in designing experiments and statistical analysis of results.  experience in understanding and ability to implement algorithms using both toolkits and self-developed code.  experience with java, c++, or other programming language, as well as with r, matlab, python, or similar scripting language..   technical fluency; comfort understanding and discussing architectural concepts and algorithms, schedule tradeoffs and new opportunities with technical team members.  publication(s) at peer-reviewed conferences or journals.  excellent critical thinking skills, combined with the ability to present your beliefs clearly and compellingly in both verbal and written form.amazon has positions available for computer vision and robotics internships in multiple locations across the united states. "
842,Marketing,Amazon,2023 Applied Science Internship - Computer Vision and Robotics - United States,"enrolled in a master's degree or equivalent in computer vision technologies, computer science, statistics, physics, engineering, or related topics.* experience in designing experiments and statistical analysis of results.* experience in understanding and ability to implement algorithms using both toolkits and self-developed code.* experience with java, c++, or other programming language, as well as with r, matlab, python, or similar scripting language. . * enrolled in a ph.d. degree or equivalent in computer vision technologies, computer science, statistics, physics, engineering, or related topics.* technical fluency; comfort understanding and discussing architectural concepts and algorithms, schedule tradeoffs and new opportunities with technical team members.* publication(s) at peer-reviewed conferences or journals.* excellent critical thinking skills, combined with the ability to present your beliefs clearly and compellingly in both verbal and written form.amazon has positions available for computer vision intern positions in multiple locations across the united states. "
843,Marketing,Amazon,2023 Research Science Internship - United States,"  enrolled in a ph.d. degree or equivalent in operations research or technologies, computer science, statistics, physics, engineering, or related topics.  experience in designing experiments and statistical analysis of results.  experience in understanding and ability to implement algorithms using both toolkits and self-developed code.  experience with java, c++, or other programming language, as well as with r, matlab, python, or similar scripting language..   advanced ability to extract complex data sets, cleaning and analysis  experience in developing and implementing algorithms, tailored to particular business needs and tested on large data sets  publication(s) at peer-reviewed conferences or journals.amazon has positions available for research internships in multiple locations across the united states. "
844,Marketing,Amazon,2023 Research Science Intern - United States,"  enrolled in a master's degree or equivalent in computer science, statistics, physics, engineering, or related topics.  experience in designing experiments and statistical analysis of results.  experience in understanding and ability to implement algorithms using both toolkits and self-developed code.  experience with java, c++, or other programming language, as well as with r, matlab, python, or similar scripting language..   enrolled in a ph.d. degree or equivalent in computer science, statistics, physics, engineering, or related topics.  advanced ability to extract complex data sets, cleaning and analysis  experience in developing and implementing algorithms, tailored to particular business needs and tested on large data sets  publication(s) at peer-reviewed conferences or journals.amazon has positions available for research internships in multiple locations across the united states. the base pay for this position in colorado is $112,432. pay is based on market location and may vary depending on job-related knowledge, skills, and experience. our range of benefits may include health care, employee discounts, 401(k) savings plans, paid time off, and more. applicants should apply via amazon's internal or external careers site. the base pay for this position in jersey city is $123,517. our range of benefits may include health care, employee discounts, 401(k) savings plans, paid time off, and more. this information is provided per "
845,Marketing,Amazon,2023 Applied Science Internship - Natural Language Processing and Speech Technologies - United States,"  enrolled in a ph.d. degree or equivalent in speech or language technologies, computer science, statistics, physics, engineering, or related topics.  experience in designing experiments and statistical analysis of results.  experience in understanding and ability to implement algorithms using both toolkits and self-developed code.  experience with java, c++, or other programming language, as well as with r, matlab, python, or similar scripting language..   technical fluency; comfort understanding and discussing architectural concepts and algorithms, schedule tradeoffs and new opportunities with technical team members.  publication(s) at peer-reviewed conferences or journals.  excellent critical thinking skills, combined with the ability to present your beliefs clearly and compellingly in both verbal and written form.amazon has positions available for natural language processing and speech technology internships in multiple locations across the united states. "
846,Marketing,Amazon,"Telco Account Manager - Africa, Telco IBU - MEA","basic qualificationsthe candidate must have 12+years’ experience working with a telco organization as lead account and relationship manager.interpersonal, verbal and written communication, analytical and presentation skills are required.candidate must possess demonstrated decision making, problem solving and negotiating skillscandidate must be fluent in following languages: arabic, french and english. experience selling into or working for a large telco or media company is strongly preferred.tenured knowledge and experience working and selling into telecom operators in north africa and maghreb countries.a ba or bs degree in computer science, engineering, business, marketing, or related field (mba preferred) or relevant work experience in large telco accounts.additional experiences to include: experience in large complex deal negotiations with a successful track record; ability to navigate across aws and the customer in a trusted advisor/consultative approach; and, establishing credibility quickly with senior level executives across the organizations.a strong understanding of aws and/or technology as a service (iaas, saas, paas) is preferred."
847,Marketing,Amazon,"Senior Product Manager - Tech, Amazon Music subscriptions","2+ years of experience with end to end product delivery5+ years of technical product management, program management or engineering experiencebachelor's degreeexperience contributing to engineering discussions around technology decisions and strategy related to a productexperience owning roadmap strategy and definitionexperience owning feature delivery and tradeoffs of a product. track record of achievements. you’ve shipped cool stuff that has moved the needle on key business & customer metrics. you have demonstrated success building buy-in for an innovative and bold vision.data-centric and analytical. you have experience using data and metrics to back up assumptions and assertions of business value. you also leverage your analytical skills and ability to dive deep to develop a nuanced understanding of your product and customers, and to create effective strategies. you also have a demonstrated ability to make high quality/high impact decisions in the absence of data and figure out how to gather data (through experiments, tests, etc) to support your decisions.technical fluency. you have the ability to understand, discuss, and challenge architectural concepts, tradeoffs, and new opportunities with technical team members.experience leading cross-functional teams to deliver productsexperience effectively influencing senior leaders (vp, svp, c-level)thinks strategically, but stays on top of tactical executionmba or master’s degreea passion for music!"
848,Marketing,Amazon,Product Manager III - Tech #0000,"bachelor's degree5+ years of experience in product or program management, product marketing, business development or technologyexperience with end to end product deliveryexperience overseeing roadmap strategy and definitionexperience with feature delivery and tradeoffs of a productexperience contributing to engineering discussions around technology decisions and strategy related to a product. "
849,Marketing,Amazon,"Principal Product Manager - Tech, Strategic Regulation","8+ years of experience in product or program management, product marketing, business development or technologyexperience with feature delivery and tradeoffs of a productbachelor's degreeexperience with end to end product deliveryexperience contributing to engineering discussions around technology decisions and strategy related to a productexperience overseeing roadmap strategy and definition.  master’s degree (preferably in business, technology, compliance or policy) data privacy background preferred"
850,Marketing,Amazon,"Principal, Product Management – Tech #0000","a master’s degree or foreign equivalent in business administration, computer science, electrical engineering, information systems management or related discipline and 3 year(s) of experience technical product management. in the alternative, a bachelor’s degree or foreign equivalent in business administration, computer science, electrical engineering, information systems management or related discipline followed by 5 year(s) of progressively responsible experience technical product management.experience must include: 1. high-quality and large-scale services including customer analysis, market segmentation, kpi management, operational management and roadmap development 2. product management with finance, technical management, and end customer research experience 3. shaping business strategy for technical products or services. 4. translating customer needs into innovative and detailed product requirements for customer-facing online and mobile products or services. 5. coordinating or managing cross-functional software development teams for technology integration processes to develop and implement technical products, software applications or websites. 6. defining projects, collecting requirements, writing detailed functional specifications, including user experience designs, and executing data driven cost/benefit analysis.. "
851,Marketing,Amazon,Loss Prevention Intern 2023 Nationwide," currently enrolled in a bachelor’s degree with a conferral date between december 2023 and august 2024 working towards a degree in criminology, criminal justice, asset protection, or other related field with interest in a career in loss prevention.  experience with physical security systems, investigation techniques, effective oversight of contract security officers, or distribution center loss mitigation techniques. organized and detail oriented. accuracy is something you strive for. ability to thrive in an ambiguous environment. ability to motivate self and others to meet deadlines. strong verbal and written communication skills. confidence when public speaking or writing a paper. the ability to dive deep into data and provide thought-provoking, workable business solutions. comfortable working in a fast-paced and multi-tasking environment.for colorado based jobs: the "
852,Marketing,Amazon,Finance Manager - Video and Technical Infrastructure,"you have:  established tolerance for ambiguity, ability to self-direct without a lot of structure and supervision  strong excel modeling and data analytical skills (experience with sql a plus)  ability to understand trends in data, build forecasts, develop insights, and turn them into strategies  effective partnership and influencing skills with cross-functional partners such as finance, product, engineering, and strategy and operations teams  effective problem-solving, financial modeling, and analytical skills, combined with impeccable business judgment and strategic thinking  strong work ethics and demonstrated ability to roll-up the sleeves and work collaboratively with team members  ability to prioritize multiple projects without compromising work quality. bonus points  proficiency with sql  experience with finance systems (cognos tm1, oracle ofa, and/or sap)  passion for twitch and gaming  ability to find simplicity in complexity"
853,Marketing,Amazon,"Principal, Incident Prevention Strategy, Last Mile Safety and Performance","7+ years experience delivering cross functional projects/programs5+ years of experience with an mba or phdexperience using data and metrics to drive improvements, and defining and executing against program requirements. demonstrated ability to work cross-functionally with marketing, business, product, and engineering counterpartsexperience in safety and/or risk managementdemonstrated success owning program strategy and end to end deliveryexperience leading programs across organizational boundariesexperience managing, analyzing, and communicating results to senior managementstrong communicator, verbally and through writing"
854,Marketing,Amazon,"Team lead, Ho Chi Minh City, Global Selling Vietnam"," bachelor’s degree in business, engineering or computer science or equivalent experience   12+ years of experience with a blend of sales, technical, business and product and/or program management roles   5+ years’ experience in people management   have a record of driving projects to improve operations and support-related processes, with the ability to lead cross-functional discussions and to effectively scope and deliver projects under tight deadlines  strong written and verbal communication skills in both vietnamese and english   ability to interact at c-level with medium to large vietnamese and multinational companies.  experiences in cross-border e-commerce  mba or relevant work experience   successful experience in hiring and people development  experience with supporting nascent products/services enter into new markets  superior analytical skills. demonstrated ability to identify and solve ambiguous problems. in particular, identifying customer (buying and selling) needs and inventing new ways to meet those needs   demonstrated ability to operate both strategically and tactically in a high-energy, fast-paced environment   excellent communication skills with the ability to face external and internal partners in a professional and mature manner.   strong project management skills  attention to detail and high capability to work on different projects in parallel."
855,Marketing,Amazon,"Head of Existing Seller Management, Global Selling, Korea"," bachelor’s degree in business, engineering or computer science or equivalent experience   12+ years of experience with a blend of sales, technical, business and product and/or program management roles   5+ years’ experience in people management   have a record of driving projects to improve operations and support-related processes, with the ability to lead cross-functional discussions and to effectively scope and deliver projects under tight deadlines  strong written and verbal communication skills in both korean and english   ability to interact at c-level with medium to large korean and multinational companies.  experiences in cross-border e-commerce  mba or relevant work experience   successful experience in hiring and people development  experience with supporting nascent products/services enter into new markets  superior analytical skills. demonstrated ability to identify and solve ambiguous problems. in particular, identifying customer (buying and selling) needs and inventing new ways to meet those needs   demonstrated ability to operate both strategically and tactically in a high-energy, fast-paced environment   excellent communication skills with the ability to face external and internal partners in a professional and mature manner.   strong project management skills  attention to detail and high capability to work on different projects in parallel."
856,Marketing,Amazon,Sr Compliance Account Manager," 5+ years experience in customer engagement, program and/or operation management. experience within a customer service environment. desire to expand skills into new areas. ability to think creatively, deal with ambiguity, and manage changing priorities. technical (computers & internet) savvy is required.  enthusiasm and strong self-motivation. strong prioritization and time management skills, with a high degree of flexibility. demonstrate appropriate sense of urgency for contact response time in the face of variable workflow. demonstrates effective communication, composure, and professional attitude. proficient in both english and chinese communication. exemplary performance record, particularly with regard to quality & productivity. good data analysis skill..   business acumen in areas of global e-commerce and retail.   committed customer advocate, drive process & tool improvements.   success in managing dynamic account portfolios.   experience in strategy planning, consulting or marketing.   data analysis experience (one of sql/python/r/spark skill).   ability to dive into ambiguous cases and sort out solution.   work with partners to drive adoption (e.g. of product/feature/promotion) and implement solutions.   experience with global tax or european value added tax.   experience in global product compliance company or related industry.   exposure to or experience project managing compliance relevant implementations or being sme as part of project workgroups."
857,Marketing,Amazon,Sr Compliance Acct Mgr. Tax," 5+ years experience in customer engagement, program and/or operation management. experience within a customer service environment. desire to expand skills into new areas. ability to think creatively, deal with ambiguity, and manage changing priorities. technical (computers & internet) savvy is required.  enthusiasm and strong self-motivation. strong prioritization and time management skills, with a high degree of flexibility. demonstrate appropriate sense of urgency for contact response time in the face of variable workflow. demonstrates effective communication, composure, and professional attitude. proficient in both english and chinese communication. exemplary performance record, particularly with regard to quality & productivity. good data analysis skill..   business acumen in areas of global e-commerce and retail.   committed customer advocate, drive process & tool improvements.   success in managing dynamic account portfolios.   experience in strategy planning, consulting or marketing.   data analysis experience (one of sql/python/r/spark skill).   ability to dive into ambiguous cases and sort out solution.   work with partners to drive adoption (e.g. of product/feature/promotion) and implement solutions.   experience with global tax or european value added tax.   experience in global product compliance company or related industry.   exposure to or experience project managing compliance relevant implementations or being sme as part of project workgroups."
858,Marketing,Amazon,"Principal, Cloud Hardware Sourcing Manager ","bachelor’s or an advanced degree in supply chain, business, engineering, finance or related technical or quantitative field10+ years of strategic sourcing or procurement of hardware5+ years of business development and/or product management experience5+ years of technology experience in dram devices3+ years of experience with data analysis tools such as excel, pivot tables, sql, tableau, etc.. technical knowledge and market expertise in dram technologies.experience influencing technical teamsadvanced engineering degree and/or mbaexperience in technology sourcingability to communicate clearly and drive a high level of focus and excellence with a strong and talented team."
859,Marketing,Amazon,Manufacturing Program Manager,"5+ years of experience in program or project managementexperience using data and metrics to drive improvementsexperience owning program strategy, end to end delivery, and communicating results to senior leadership. engineering bachelor's degreelean manufacturing experience (execution and implemented).multiple vehicle manufacturing discipline experience or capability: body assembly, paint, general assembly, quality validation.experience solving problems using an analytical and data-driven approachexcellent oral and written communication skills to senior executive audiences.experience creating process specifications, performing competitive analysis, and/or market research.experience negotiating and contracting with 3rd party vendors.ability to analyze significant amounts of data from disparate sources and turn that analysis into a recommendation.experience leading new or start-up related projects where processes will need to be defined, implemented and iterated.proficiency with tools/systems to analyze data including excel, or other data management systems.experience with material logistics, warehouse processes / management, and supply chain management.experience leading cross-functional projects with demonstrated expertise in leading without authority to achieve results.demonstrated ability to work in a fast-paced, ambiguous, deadline-oriented work environment."
860,Marketing,Amazon,Manufacturing Tech Program Manager,"-bachelors degree -5+ years of experience in program or project management-experience using data and metrics to drive improvements-experience owning program strategy, end to end delivery, and communicating results to senior leadership-10+ years of relevant work experience in vehicle manufacturing engineering or equivalent, program management, and new product introduction.. -engineering bachelor's degree-lean manufacturing experience (execution and implemented).-multiple vehicle manufacturing discipline experience or capability: body assembly, paint, general assembly, quality validation.-experience solving problems using an analytical and data-driven approach-excellent oral and written communication skills to senior executive audiences.-experience creating process specifications, performing competitive analysis, and/or market research.-experience negotiating and contracting with 3rd party vendors.-ability to analyze significant amounts of data from disparate sources and turn that analysis into a recommendation.-experience leading new or start-up related projects where processes will need to be defined, implemented and iterated.-proficiency with tools/systems to analyze data including excel, or other data management systems.-experience with material logistics, warehouse processes / management, and supply chain management.-experience leading cross-functional projects with demonstrated expertise in leading without authority to achieve results.-demonstrated ability to work in a fast-paced, ambiguous, deadline-oriented work environment."
861,Marketing,Amazon,Area Manager Intern 2023 (Nationwide)," currently enrolled in a bachelor’s degree with a conferral date between december 2023 and august 2024. preferred qualifications: strong communication skills, both verbal and written  adept at the ability to motivate others in a deadline-focused environment  ability to evaluate and dive deep into data to provide thought-provoking, workable business solutions  proven track record of taking ownership and driving results currently enrolled in a bachelor’s program related to supply chain, business.  interest in growing in the field of operations and supply chain management ability to thrive in an ambiguous environmentapplicants who apply for this job will allow amazon to process your application in a centralized hiring system that considers you for other similar openings as well."
862,Marketing,Amazon,Area Manager Intern 2023 (Nationwide) WIOLS Atendees Encouraged," currently enrolled in a bachelor’s degree with a conferral date between december 2023 and august 2024. preferred qualifications: strong communication skills, both verbal and written  adept at the ability to motivate others in a deadline-focused environment  ability to evaluate and dive deep into data to provide thought-provoking, workable business solutions  proven track record of taking ownership and driving results currently enrolled in a bachelor’s program related to supply chain, business.  interest in growing in the field of operations and supply chain management ability to thrive in an ambiguous environmentapplicants who apply for this job will allow amazon to process your application in a centralized hiring system that considers you for other similar openings as well."
