,job_title,job_link,job_desc
183,1297708 Customer Delivery Technical Leader,https://jobs.cisco.com/jobs/ProjectDetail/1297708-Customer-Delivery-Technical-Leader/1297708," Leads customer delivery engagements and/or provides escalation support for large scale solutions and complex issues through deep technical expertise. Provides leadership capabilities and insight for creation and sharing of intellectual capital, influences the Engineering team to improve products, actively mentors and develops others. Thought leader; collaborates cross functionally with internal stakeholders to showcase the value of Cisco services and solutions to customers. Drives customer technology transitions, influencing solution architectures and services Builds customer simulations to resolve/validate complex problems and compatibility issues Leads creation and dissemination of technical collateral, intellectual capital, documentation and knowledge transfer Provides technical expertise and escalation support in documenting and resolving technical problems found in products and solutions. Based on project requirements, consult and work with customers and Cisco stakeholders to plan, design, install, configure, integrate and/or optimize Cisco’s suite of products, services to accelerate business outcomes Translate business requirements into solution design Mentors and develops others Individual contributor Connects with Cisco internal stakeholders, customers and partners across functions and boundaries to achieve significant results. Earns the confidence of Cisco leaders and customers and able to use the confidence to achieve results. Has a global impact. Decisions impact the achievement of customer, operational, program or service objectives. Contribute effectively in the areas of Customer Problem Resolution; Innovation; Engineering Engagement; Intellectual Capital; Talent Development. Interacts effectively with Engineering to solve complex problems, identifies serviceability issues and drives resolution of the issues with Engineering and other organizations. Provides technical expertise and guidance to resolve complex customer problems in support of critical issues. Owner and keeper of our culture. Continuously learning and strengthening technical skills for relevant technical domain and adjacent technologies. Is a technical expert in a broad area covering multiple technologies. Applies expected product behavior across industry practices. Knows how the technology is expected to work in the industry. Recognized as a technical expert and leader in their technical domain. Independently applies knowledge and experience in creating solutions for customer outcomes. Solves extremely complex problems where analysis requires in-depth evaluation of factors with imaginative and innovative troubleshooting and experimentation as well as evaluation of intangible variables. Initiates reviews of ideas and technical objectives within and across Services. Work is performed without appreciable direction. Exercises considerable latitude in determining technical objectives of assignment. Completed work is reviewed by management and through consultation from a relatively long time perspective for results. Works independently, with guidance in complex situations only. Able to lead some projects or programs within a function and may act as a team leader to coordinate activities of other personnel. Typically requires BS in a technical field (CS/EE preferred) or equivalent plus 8+ years related experience. Expert level (e.g. CCIE) or equivalent relevant certification desired. CISSP, Security+ or equivalent required. Cisco DevNet certification is preferred. Has moderate to advanced knowledge of software programmability, automation, orchestration, virtualization and/or security. Ability to apply critical thinking to function effectively in ambiguous circumstances. Successfully communicates difficult concepts. Guides, influences and persuades others either internally and externally. Client facing experience. Ability to be onsite 3-4 days/week at the customer location. Domain expert level of knowledge within Cisco’s core collaboration technologies consisting of Cisco Unified Communication Manager, Cisco Call manager Express, Cisco Unity Express, Cisco Unity Connection, Cisco IM&P, Cisco Jabber. Experience with gateway protocols (MGCP/H.323/SIP/SCCP) in addition to well versed knowledge working with PSTN connections (FXS/FXO/T1/PRI/SIP/CUBE) is required. Acceptable candidate should be able to lead technical discussions surrounding core Cisco UC applications consisting of configuration, implementation, troubleshooting and day to day maintenance. The candidate should have experience within enterprise UC environments both in troubleshooting complex scenarios and collaborating with the client and other team members to reach outcomes the meet the client’s needs. Experienced in providing complex design recommendations integrating new features and new applications to Senior Leadership Teams. Advocate for the customer’s best interest and promote Cisco. Have Route/Switch advanced knowledge and experience with the following areas: Cisco Routing & Switching Platforms, Datacenter Switching Platforms, IP Routing, Internetworking, MPLS, LAN Switching, Multicast, Route Redistribution Familiarity with features, examples include: MPLS (L2/L3 VPN/VRF-Lite) and MPLS-TE, BGP, ISIS, OSPF, EIGRP, inter-as, QoS, Ipv6, IP SLAs, RPVST+, MST, PIM, DMVPN, GETVPN, NetFlow, PfR vPC, fabricpath, STP Data Center Layer 2 overlays for example VXLAN, OTV, EVPN Network management protocols for example PTP, NTP, DNS, DHCP Traffic management for example queuing, policing, shaping Layer 2 security features for example port security, MACsec, ACL, private vlans Routing Protocols and features for example OSPF, ISIS, MBGP, IBGP, PBR, BFD Layer 3 Overlay Protocols for example OTV, LISP Multicast protocols for example PIM, IGMP, RP, BSR Layer 3 security features for example CoPP, ACL's, DAI, ip source guard Monitoring services for example Netflow Policy driven External Fabric Connectivity for example L2/L3 connectivity Candidate must have advanced knowledge and experience with the following areas: System Hardening and Availability, Threat Identification and Mitigation, Intrusion Prevention and Content Security, Identity Management, ASA Firewall/VPN, IOS Firewall and Confidentiality and Secure Access (PKI, IKE, RSA, etc.) Has experience with ISE, FirePower, SteathWatch, ASA, Firewall and/or IPS"
184,AppD Consultant (1394199),https://jobs.cisco.com/jobs/ProjectDetail/AppD-Consultant-1394199/1394199," About Us:
AppDynamics is an application performance monitoring solution that uses machine learning and artificial intelligence (AI) to provide real-time visibility and insight into IT environments. With our unique AIOps solution, you can take the right action at precisely the right time with automated anomaly detection, rapid root-cause analysis, and a unified view of your entire application ecosystem, including private and public clouds. Using AppDynamics, you’ll finally align IT, DevOps, and the business around the information that helps you protect your bottom line and deliver flawless customer experiences at scale.
Our inclusive culture promotes a creative, innovative, and collaborative environment that helps drive our globalization strategy.
About the Role:
We are looking for a consultant to join our growing team of software consultants. In this role, you will be implementing AppDynamics' solution in diverse IT environments and provide constant guidance to our international customers. It is a superb opportunity to cooperate with world-class developers and experienced architects, using some of the newest technologies and frameworks.
 Responsibilities:
  Work closely with our customers to understand their applications and technologies.
Deliver successful projects and collaborate with project managers to ensure that value is being delivered according to the time plan and the agreed goals
Creatively craft solutions to solve our customer’s problems
Enable customers to be successful by doing knowledge transfer
Provide consultation and lead the customer implementation, be a trusted advisor to our customers
Work with our internal team (consultants, project managers, customer success, engineering, support) to share the knowledge and support each other
  Success Behaviors (What does success look like?)

Excellent Consultants are passionate, they consult and guide customers on how they can get the most value from AppDynamics. They can connect to customers on a human level to understand their requirements. Therefore, they receive positive feedback from customers.
When they face problems, they strive to build workarounds, they are self-motivated individuals who constantly work on improving their skills.
They enjoy working with the team and sharing knowledge.                                                                                                                

Required Experience
  Customer-facing experiences or similar technical experience
Understanding the application performance management space or hands-on experience on AppDynamics is a bonus.
International experience preferred

Required Skills
  Deep technical skills in at least one core language environment e.g. Java, .Net, NodeJS, PHP, etc.
Knowledge (and certifications) of cloud technologies, e.g. AWS, Azure, Google Cloud, Kubernetes, etc is a bonus.
Presentation skills to be able to demo the product and communicate the message clearly to different audiences.
The ability to effectively drive customers toward successful discovery and requirements gathering.
Keen to learn and develop
Proficiency in the English language. 

Certifications
  Bachelor’s degree in Computer Science, Mathematics or similar, or equivalent technical experience
IT certifications (Cloud and/or Kubernetes) would be a plus

Benefits

If the award-winning culture at Cisco AppDynamics is not enough to entice you, here are some more reasons that would make you excited to get out of bed and raring to go each morning:
We are passionate about supporting our team to achieve their goals, so you will have many opportunities to attend training and conferences. In those training, you will learn new skills to stay up to date with the latest technologies and soft skills to unleash your potential.
Moreover, we offer competitive compensation, a generous paid time off policy + 5 extra days for volunteering, private health care, pension, employee stock purchase, and other perks such as a mobile phone, gym, and much more.
  Work closely with our customers to understand their applications and technologies. Deliver successful projects and collaborate with project managers to ensure that value is being delivered according to the time plan and the agreed goals Creatively craft solutions to solve our customer’s problems Enable customers to be successful by doing knowledge transfer Provide consultation and lead the customer implementation, be a trusted advisor to our customers Work with our internal team (consultants, project managers, customer success, engineering, support) to share the knowledge and support each other
  Success Behaviors (What does success look like?)

Excellent Consultants are passionate, they consult and guide customers on how they can get the most value from AppDynamics. They can connect to customers on a human level to understand their requirements. Therefore, they receive positive feedback from customers.
When they face problems, they strive to build workarounds, they are self-motivated individuals who constantly work on improving their skills.
They enjoy working with the team and sharing knowledge.                                                                                                                

Required Experience Customer-facing experiences or similar technical experience Understanding the application performance management space or hands-on experience on AppDynamics is a bonus. International experience preferred

Required Skills
  Deep technical skills in at least one core language environment e.g. Java, .Net, NodeJS, PHP, etc. Knowledge (and certifications) of cloud technologies, e.g. AWS, Azure, Google Cloud, Kubernetes, etc is a bonus. Presentation skills to be able to demo the product and communicate the message clearly to different audiences. The ability to effectively drive customers toward successful discovery and requirements gathering. Keen to learn and develop Proficiency in the English language. 

Certifications
  Bachelor’s degree in Computer Science, Mathematics or similar, or equivalent technical experience IT certifications (Cloud and/or Kubernetes) would be a plus

Benefits

If the award-winning culture at Cisco AppDynamics is not enough to entice you, here are some more reasons that would make you excited to get out of bed and raring to go each morning:
We are passionate about supporting our team to achieve their goals, so you will have many opportunities to attend training and conferences. In those training, you will learn new skills to stay up to date with the latest technologies and soft skills to unleash your potential.
Moreover, we offer competitive compensation, a generous paid time off policy + 5 extra days for volunteering, private health care, pension, employee stock purchase, and other perks such as a mobile phone, gym, and much more.
   "
185,"Program Manager, IP Operations",https://jobs.cisco.com/jobs/ProjectDetail/Program-Manager-IP-Operations/1391760," Support the IP Team in developing and managing Cisco’s patent portfolio Manage the end to end invoicing process, including acting as primary contact for all invoicing issues Conduct a continuous and comprehensive audit of the IP Team’s processes (docket curation, outside counsel management, patent pruning, etc.) to identify areas of improvement Develop and deploy innovative patent processes to optimize and improve existing workflows Gather and evaluate operational benchmarks to understand and inform industry best practices Systematize recurring tasks and activities to optimize allocation of team resources and automate processes Work with Legal Operations Department, Finance and other partners to implement Legal Department-wide initiatives Collaborate with IP Team members to complete and manage team-wide initiatives (patent awards, Legal Process Outsourcing, pruning, etc.) 5+ years of experience at a law firm and/or in-house legal department Strong interpersonal and relationship-building skills conducive to team development as well as excellent creative written and verbal communication skills Basic knowledge or familiarity of patent prosecution and patent law Experience with IP Management Systems (e.g., IPfolio, Symphony, Anaqua) and building processes in IPMS to support portfolio development workflows Understanding of law firm and vendor services as it relates to process development Ability to take initiative in creating and improving processes Excellent analytical and problem-solving skills, with a strong ability to review and organize numerous documents and data in complex legal matters Strong organizational skills and ability to prioritize and manage numerous projects simultaneously with a minimum amount of input and/or direction Ability to manage changing priorities, respond to questions/issues spontaneously, and facilitate collaborative results Passion for process optimization, patent law, and the protection of Cisco’s innovation BA/BS degree or equivalent experience"
186,Hardware Automation Test Engineer,https://jobs.cisco.com/jobs/ProjectDetail/Hardware-Automation-Test-Engineer/1389916," 3-4 years relevant working experience with automation software such as C#, Python, C++. BS Electrical Engineering, Opto/Electronics or Computer Science. Experience in hardware development and testing. Experience in developing process documentation.  Ability to understand HW schematics and design. Cisco experience is a plus. Develop SW over a built HW set-up and to make sure they meet the product specifications for quality and performance against related standards. Use equipment for high-speed electro-optical testing, like sampling and real-time oscilloscopes, traffic generators and analyzer, etcetera. Develop automatic SW routines for modules testing. Document test results through definition of dedicated reports. Write code to create single-threaded, multi-threaded applications and user interface for manufacturing products validation."
187,1372388 Customer Delivery Consulting Engineer,https://jobs.cisco.com/jobs/ProjectDetail/1372388-Customer-Delivery-Consulting-Engineer/1372388," Builds and maintains consultative / trusted advisor relationship with clients. Performs problem analysis and acts as technical specialist for the complex deployments and provides highest-level crisis management. Proven technical project management skills. Strong technical presentation skills to all levels, especially to Cisco and customer senior management. Leadership and mentoring skills. Ability to influence at senior levels in Cisco and customer organizations. Performs analysis and diagnosis of highly complexity networking problems. Builds simulated networks in test labs to resolve highly complex problems and compatibility issues. Contributes to Virtual Teams. Provides ad hoc systems/product knowledge transfers. Assists in generation of standard project documentation including test plans. Assists in generation of network configurations from Low Level Design Assists in execution of project delivery including network staging, implementation and handover. Assists in Network Upgrade and Migration Activities. Assists customer with deployment of medium complexity tools and related Network Management Systems. Minimum 6-8 years of experience with a CCNA or a CCNP in Network Systems Administrators/Advanced Services (AS) / Network Optimization Service (NOS) and must have CISSP, or Sec+ Experience with large scale Network Design, deploying, and maintaining networks Has a CCNP or CCNA, Certification. CCIE is highly desirable, or demonstrated equivalent experience in any one of the specialties listed Must have DoD TS/SCI CI Polygraph and be able to obtain a Full Scope Polygraph clearance Adapt to different customer needs Excellent written and verbal communication skills Client facing experience."
188,Technical Consulting Engineer,https://jobs.cisco.com/jobs/ProjectDetail/Technical-Consulting-Engineer/1386000," You've achieved a Bachelor or Master degree in Engineering (Telecommunications Engineering, Computer Science, Electrical Engineering). You have 3+ years of related experience. Your experience includes direct customer support. Good technical foundation in networking (CCNA equivalent level or above) is required. Good knowledge of Cisco Security products; ASA, IOS and IOS-XE ZBPF, CSM, NGFW, NGIPS, FTD, FirePower and NAT. General VPN protocol knowledge (ISAKMP, IKEv2, IPsec SSL). Wireshark and other tools for TCP/IP packet capture analysis. You're passionate about and have the ability to learn and work in a multicultural team environment. You're motivated by a service excellence attitude. You drive to achieve goals with limited supervision. Analytical skills Ability to communicate in English effectively both verbally and in writing required; other languages would be a plus. Other technology or product knowledge, experience or certifications in the following areas are a plus: routing, switching, wireless, programming skills (C, C++, Linux, Shell Scripting) Preference for Cisco Certification: CCNP R&S, CCNP Security, CCIE security."
189,Business Operations Manager - 1392221,https://jobs.cisco.com/jobs/ProjectDetail/Business-Operations-Manager-1392221/1392221," Must be very customer centric and have the ability to drive project success and be accountable for strategic deliverables to achieve optimum business results. Will build and maintain a formal engagement channel and collaborate closely with the team members to lead projects and to develop and run end-to-end process flows Will analyze the operations process, survey and assess users’ needs and expectations, creating requirements relating to various demo loan needs Will educate Theater-wide teams on demo loan benefits and processes. Needs to be able to evaluate and propose alternative solutions, ensuring proper alternatives have been selected and implemented, effectively influencing outcomes, based on impact of various solutions on the business Will effectively communicate and report on demo loan service and benefits to management team and collaborators You have specialized depth and/or breadth of expertise Interprets internal or external business issues and recommends standard methodologies Solves sophisticated problems; takes a broad perspective to identify innovative solutions Works independently, with mentorship in only the most complex situations May lead functional teams or programs within own job function or organization function Participate in establishment of operational objectives, including building business cases for new strategies and initiatives based on communications with business leaders. Develop recommendations for new business processes and adaption of business tools in support of changes. . Take a lead role in major initiatives and related sub-projects, including development, coordination, & implementation of business processes and measuring adoption & business value of those initiatives. Partner with senior management in development, modification, and execution of company policies affecting operations and which may have cross-functional impact. Develops operational decisions that will affect deadlines, overall business operations, and project success. 2+ years of business analyst or project/program management experience. Outstanding communication, listening, and presentation skills Consistent track record of working collaboratively with peers Strong understanding of the principals of change management and localization Flexibility to handle directional changes with the ability to develop strategies to ensure project success Ability to work independently with high degree of quality and be self-motivated Creative and analytical thinking, a “can do” attitude and flexibility to accommodate to evolving business needs. Strong intuition for business and customer service experience Knowledge of Cisco products preferred Consistent record of decision making, and problem solving skills"
190,"Financial Analyst, Supply Chain 1392453",https://jobs.cisco.com/jobs/ProjectDetail/Financial-Analyst-Supply-Chain-1392453/1392453," Global Planning functional budget management: headcount/expense tracking, spend forecasting, budget loading in Hyperion, reviewing and approving purchase order and headcount requisitions, etc. Monthly closing activities including PO accrual, cross charges submission and approval, journal entry re-class and submission, commentary on monthly forecast updates, forecast vs actual Q-to-Q and YoY, etc. Monthly Product COGS tie out, EMEA regional gross margin walk ownership. Support quarterly SOX activities related to Supply Chain. Assisting with decisions and recommendations on investment and divestment based on strategic priorities, project return on investment as needed. Work with functional business owner to ensure alignment and achieve financial targets. Prefer Finance or Accounting Bachelors degree or a minimum of 5 year experience. Month-end close and FP&A experience is a plus Advanced MS Excel skills needed (Vlookup, Pivot tables) Power Bi a plus"
191,Software Development Engineer,https://jobs.cisco.com/jobs/ProjectDetail/Software-Development-Engineer/1394014," Design and code custom software programs, APIs and Micro Services to integrate best-of-breed technologies used by multiple partners in Cisco Legal. Collaborate with architects, developers, security specialists and vendors on innovative solutions to sophisticated business problems, using cloud-based and on-prem technologies. Code, Lead, evaluate and coordinate software development solutions. Conduct code and design reviews and collaborate with solution, cloud and security architects. Connect with product managers, business analysts and end-users daily to deliver technology solutions for their business and operational objectives. Translate designer mock-ups, wire frames and data flows into POCs using UI tools such as HTML5, CSS and AngularJS. Be highly collaborative with product management and technical support where feedback is used for continuous improvement with iterative work. Bachelor’s in Engineering degree in Computer Science, Electronics & Communications, Information Science or equivalent fields Minimum 4 years of experience as Software Engineer with a firm grasp on the newest technology trends in the industry. Experience with agile software development and LEAN/continuous delivery methodologies In-depth programming knowledge in all or some of the following: Programming Languages: Java (J2SE & J2EE), Python, Servlets, JSP, JSTL, EJB, JDBC, JMS, JNDI, JAXB, JAX-WS, JAX-RPC, Spring/Struts/Hibernate, ElasticSearch Web Technologies: MEAN Stack, Angular JS, NodeJS, AJAX, JQuery, XSLT, JavaScript, HTML, DHTML and CSS. Database: Oracle, SQL Server, DB2, MySQL, No SQL (Mongo DB) App / Web Servers: IBM WebSphere 7/6/5, Tomcat 6/5, WebLogic, JBoss MEAN stack experience is required (MongoDB, Express, Angular, Node.js) Hands on experience with SQL Server is highly desired Experience with Salesforce and MuleSoft integrations is preferred Experience with message queue design patterns Create build / package scripts for deploying applications using GitHub, Jenkins, Artifactory, Ansible and similar tools Experience designing, developing, securing and managing APIs via API Gateways and proxies Experience architecting & developing highly scalable, cloud-native, decoupled, fault-tolerant & highly available microservice architectures hosted on-prem, in the cloud and/or in a hybrid cloud environment Excellent decision-making and analytical skills to solve complex business problems Ability to work in a diverse, fast-paced environment and effectively collaborate across global teams Experience in automated testing (unit/integration) Experience with SaaS data integration Organized verbal and written business communication that effectively achieves business objectives Strong customer focus and can-do attitude with an eye for process simplification and digitization Apply specific business knowledge and general discernment to support effective IT engagement Experience in engaging with focused POC’s and Prototypes for Enterprise IT environments that have Global footprint Write and review code, develop documentation and capacity plans, and debug the hardest problems on the largest and most complex systems Develop software solutions by studying information needs; conferring with users; studying systems flow, data usage, and work processes; investigating problem areas; following the software development lifecycle. Experience in Legal technology domain (Contract Lifecycle, Approvals, eSignature, Invoice Management, eDiscovery) is desired"
192,Sr Financial Analyst,https://jobs.cisco.com/jobs/ProjectDetail/Sr-Financial-Analyst/1392059," Drive Opex consolidation for your group, and work with the team on updating Forecasts in alignment with corporate timelines. Provide bridges, and explain variances vs Forecast Lead key portions of Security budget - involved in all aspects of forecasting and planning and collaborating with key business partners driving business goals and initiatives. Responsible for overall SBG opex and HC reporting and forecasting process, improving forecast accuracy and understanding forecast drivers. Proactively identify, develop and implement enhancements to existing reporting and business processes Refine and develop monthly and quarterly operations/finance reviews. Responsible for reporting key financial information for effective decision-making. Lead monthly forecast review calls with Finance and Ops; provide an opportunity to present to Senior leadership and get good visibility. Ad-hoc analysis relating to the operational efficiency operations team, Finance leaders, and SBG finance FP&A. Bachelor’s degree in Finance / Accounting / Business with 2-4 years of related work experience Strong analytical skills & attention to detail, with the ability to calibrate communications to the level of detail appropriate to the situation and audience Self Starter who regularly takes initiative and can balance multiple projects simultaneously, demonstrating creativity and judgment while prioritizing appropriately to meet tight deadlines A proven ability to problem-solve and proactively address issues in a professional and effective manner Advanced Excel and PowerPoint Knowledge of Hyperion Essbase, Business Objects a plus"
193,Java/Python Software Engineer,https://jobs.cisco.com/jobs/ProjectDetail/Java-Python-Software-Engineer/1394027," Work with various cross-functional groups such as product management, other development teams, QA, and documentation Architect, design, test and delivery system software to satisfy automation requirements Participate in technical discussions and provide innovation to the automation effort Minimum of 7 years experience in software design, and application development 2-5 years of experience developing applications based on microservice architecture and API development Strong background in Software Design and Architecture and complete Agile development life cycle Requires hands on experience with crafting a microservice based architecture, container deployments and management tools like Kubernetes, docker, etc. Experience developing in a CI/CD, Devops model with full knowledge of Jenkins, GIT, is required Hands on development experience with Java and Python. Hands on experience in Golang is highly desirable. Experience in any one of the public clouds like AWS, Azure & GCP is highly desirable. Experience with various persistence technologies like Cassandra, MongoDB, ElasticSearch, as well as MYSQL is highly desirable. Possess strong ability to solve sophisticated problems creatively Must be a team player with the ability to work well in both small and large groups"
194,Senior Analyst - Financial Controls & Compliance,https://jobs.cisco.com/jobs/ProjectDetail/Senior-Analyst-Financial-Controls-Compliance/1392805," Maintain knowledge of current accounting and auditing practices and regulations Detail all work and maintain changes/updates in the SOX System of Record (BWise) Partner cross-functionally with business and IT process and control owners to drive remediation actions for timely closure of control deficiencies  Prepare and report out metrics for functional processes to PMO Management, CFO Staff, and cross-functionally to Process Team Leads and/or Business Process Compliance Owners  Drive internal control risk assessment and readiness of business process, system or organizational changes being driven by significant corporate initiatives/projects and/or information technology implementations.  Effectively communicate with and educate functional process owners, including non-finance individuals, on financial reporting risks, the importance of controls, an effective control environment and the role of the SOX audit team.  Provide oversight and mentorship to SOX specialists in the quarterly test of internal controls and review test results  Being responsible for the annual evaluation of SOX prioritizing and end-to-end process and internal control design through walkthroughs with key partners - SOX IT, External Auditors, and the functional business process owners Strong understanding of financial reporting risks and appropriate control design Strong accounting and analytical skills with confirmed ability to apply knowledge Excellent organization skills with attention to detail Self-starter and ability to drive action items to closure Ability to work with cross-functional teams Ability to communicate effectively with strong interpersonal skills Big 4 Audit Experience Preferred 3+ years of audit/accounting / control design or related experience Bachelor’s Degree in Accounting or related finance degree, with MBA/CPA, preferred"
195,CPX Sr Financial Analyst,https://jobs.cisco.com/jobs/ProjectDetail/CPX-Sr-Financial-Analyst/1392786," Support case development for funding requests Work closely with functional leaders and business operations to rationalize budgets Maintain projection models to support the annual budgeting cycle Prepare and facilitate monthly forecasting Ensure activities are accurately forecasted, and forecasted activities are accurately driven Recommend risk/opportunity adjustments with an objective point of view Maintain headcount forecast modeling with a high degree of precision Prepare and distribute spend reports; validate transactional expenditures Build and maintain analyses, trends, and metrics to influence/drive spending efficiency Perform cost estimation to assess affordability for resource acquisition Facilitate transactional execution including partner agreement, compliance check, and system processing Advise the business on transactional accounting treatments and impact on the forecast Be an ambassador of Cisco’s financial policies – educate the business, implement the policies, coordinate audits and remedial actions Track QTD actuals and to-go activities to assess risks/opportunities in the forecast Coordinate timely and accurate PO accruals and closures Partner with Accounting on capitalized costs, amortization, and payroll entries Reconcile general ledgers against forecasted spending; identify and resolve gaps Maintain alignment of departmental and P&L hierarchies Identify, recommend and facility operational improvement Provide support in special projects (Zero Based Budgeting, Agile Forecasting, Comp Strategy, Cost Classification) BS degree in Finance, Accounting or Economics (MBA and/or certification a plus) 4+ years of validated experience with a background in finance and accounting Strong command of complex data modeling using Microsoft Excel, such as the utilization of pivot tables, vlookup, hlookup, sumif, sumifs, countif, if/and/or Ability to lead live Webex meetings and perform on-the-spot data analysis Capability to transform large data sets into digestible summaries Succinct communication; ability to connect the dots from the numbers to the business Familiarity with finance tools (Business Object, Hyperion/Essbase, FinABC)"
196,"Leader, Technical Systems Engineering 1390951",https://jobs.cisco.com/jobs/ProjectDetail/Leader-Technical-Systems-Engineering-1390951/1390951," A sharp problem solver who sees deeply into business challenges and has an uncanny sense of how to meet them Subject matter expert in global IT processes, services and policies, and ability to apply this knowledge to developing new techniques and standards within the organization Identify process improvement opportunities from testing and prepare recommendations; assist in assessing the impact of the gap on business and finance processes. Effectively communicate to all levels of management. Track, monitor, and validate that any observations have been effectively remediated. Understand the various company policies and apply them to the analytics and investigations. Coaching and managing junior members of the team. Advise and consult with Process Owners on identifying risks and controls & identifying root causes Bachelors plus 8 years of related experience Experience using Microsoft Office 365 applications, Jira Cloud and Jira Align. Strong Experience in agile delivery model Must be hands-on, with ""roll up your sleeves"" attitude to drive program success. Ability to multi-task, organize & lead a group of architects, engineers, analysts while attending to all details Organized verbal and written business communication that effectively achieves business objectives Ability to drive continuous improvements and operational excellence Collaborative and open style with a constructive and positive attitude Strong communication, interpersonal and mentoring skills & Ability to adapt to a changing environment"
197,"Tax Manager, IMI Mobile",https://jobs.cisco.com/jobs/ProjectDetail/Tax-Manager-IMI-Mobile/1390405," Preparing the sales & use tax compliance Complete account reconciliations Provide reports to 3rd party for certain VAT/GST returns and review and approve Provide tax guidance to tax staff and operations Conduct sales and use tax audits Partner with accounts payable, accounts receivable, accounting, legal, and other internal groups Perform technical tax research Perform special projects BS/BA in Accounting, Finance or Business Administration 5-7 years multi-state sales and use tax experience Experience with VAT and GST preferred, but not required Proficient in Oracle, Sabrix (OneSource), Excel, Word, and PowerPoint."
198,Finance Manager - CX Acquisition Integration,https://jobs.cisco.com/jobs/ProjectDetail/Finance-Manager-CX-Acquisition-Integration/1389909," Maximize shareholder value through fiscal responsibility and disciplined investment Represent CX Finance to all other integration teams and provide finance expertise to facilitate the integration of acquired companies. Draw from experience to provide finance leadership for each acquisition. Work in partnership with the Corporate Business Development team in providing unique CX insight when required, to complete business cases for target acquisitions, as part of the CFO pre-commit and commit. Actively look for opportunities to improve the CX integration process and collaborate with business leaders, functions, and cross-functional teams to drive improvements in the integration process for CX. Provide guidance in converting acquired offers to Cisco offers collaborating with CX Product Managers, CXPM Finance, and Corporate Revenue (influencing pricing, profitability, attribution and revenue recognition, and COGS alignment). Collaborate with cross-functional teams to define processes and policies as needed to move CX integration forward. Partner with Center of Excellence and WW FP&A team on acquisition reporting and data quality transformation Provide periodic status reports to relevant parties and drive all CX finance acquisition integration activities. Support ad hoc projects, analysis, and reporting Bachelor's degree (or equivalent) in finance, business administration, or related field 6-8 years relevant working experience MBA or CPA preferred Excellent communication and interpersonal skills Experience working cross-functionally"
199,Controls & Compliance Lead,https://jobs.cisco.com/jobs/ProjectDetail/Controls-Compliance-Lead/1388886," Partner with cross-functional teams and consultants on process reviews, ensuring quality of RACMs, flowcharts, observations. Partner with functional teams on on-going control monitoring and maintenance activities such as documentation updates, testing results, and other process changes Consult on ad-hoc control review projects, providing guidance to teams on how to assess process, risks, and controls. Effectively communicate with and educate process and control owners on risks, controls, and the role of the FSS Compliance Team Prepare and report out metrics for projects to management, cross-functional teams, and Executive Management Maintain knowledge of current accounting and auditing practices and regulations Bachelor’s Degree in Accounting or related finance degree, with MBA/CPA preferred Strong interpersonal and communication skills with the ability to work with cross functional teams Self-starter with ability to drive action items to closure Excellent organization skills with attention to detail Strong accounting and analytical skills with proven ability to apply knowledge Strong understanding of financial reporting risks, operational risks and appropriate control design CPA, CIA, CISA certification External and/or internal audit experience / SOX experience Strong knowledge of shared service processes (Payroll, Invoice to Cash, Accounts Payables)"
200,Senior Inventory Financial Analyst,https://jobs.cisco.com/jobs/ProjectDetail/Senior-Inventory-Financial-Analyst/1386792," Work with the Accounting Manager on day-to-day accounting activities related to inventory utilizing the Oracle C3 platform, UI Path bots, and other systems Manage aspects of the month-end close process and reconciliations Support CCG GAR accounting teams with queries and analysis on issues impacting their entities Assist with research and analysis on IT issues. This will include isolating and identifying root causes, determining impacts and suggesting corrective actions Support the team's ongoing Country Enablement projects and other cross-functional activities where we are stakeholders and/or have deliverables"
201,Technical Product Owner- SAP BRIM Functional Analyst-1391896,https://jobs.cisco.com/jobs/ProjectDetail/Technical-Product-Owner-SAP-BRIM-Functional-Analyst-1391896/1391896," Working with external partners to define overall program requirements within the product scope, budget, and timelines Documents capability level requirements and their priorities Determine, document and articulate solution feasibility for short-term and long terms Build Business process model design - As-Is vs To-Be process design for capabilities and offers Align with business architecture business rules, policies, key business decisions, cross-program dependencies, and high level solution designs. Align with IT on delivery commit and agile commit. Manage the product backlog (i.e., prioritized list of user stories). Producing accurate and timely reporting of program status throughout its life cycle. In-depth understanding and experience of working in at least X end to end order to cash implementation with focus on SAP BRIM - SOM and CC. Configuration and customization experience in following areas of SAP SOM and CC: 7+ years of related enabling capability for business transformation, Information Technology program management, Service delivery management and/or Portfolio management Confirmed experience with enablement motions with a background in software subscription, services delivery and/or product management Proven ability to negotiate and influence actions of team members outside of function for improved team and service performance Experience with Agile development methodology Well-developed teamwork, collaboration and project management skills Advanced leadership skills including leading by influence"
